,class,tweet
329,other,g0rillaz0e sitting on my window sill window open bird tries to fly in smacked it protecttheanimals peta
330,offensive language,glowstruck but a nigga gon be a nigga be a nigga you sound fuckin retarded
331,other,greggutfeld a video an entire media will likely mock httptcoxfr1crxwsm i am such a crybaby
332,offensive language,"gurl_im_angie itskiaraaaa westyourmajesty im not even shy stfu kikis mom hi angelique 
angelique smiles dips cracker in soup"
333,offensive language,haitian__gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514
334,offensive language,"hazelebaby karma is a bitch damn godprotectshisangels 128588

sips tea"
335,offensive language,hornyjhb fuckin hot gym pussy httptcozvymcxquta fuck yeah
336,other,hxhassan jihadi patron hajjaj alajmi is arrested at kuwait airpo httpstcozmlokfwdql
337,offensive language,iampickuplines you can call me fireman cause i turn the hoes on
338,offensive language,icrawley i could never have a bby by a lil dick thts y i got a aboion by the last bitch oh my god
339,offensive language,idntwearcondoms watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that
340,offensive language,ilgdaily and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded
341,other,itrapwatermelon tweety bird tho 128514128514128514128514httpstcojbnonm3n1p
342,offensive language,"irlfatty my pussy sweet like watermelon httptcosklph3ttog

thotermelon"
343,other,itscoleharmon_ when twitter rappers dm me their trash links httptco35nmr4auqg
344,offensive language,jsadass loud bitches annoy me
345,offensive language,jacaxeltlu eventually every bitch turns into that hoe  truuu
346,offensive language,jaimescudi_ tonybthrz_ jaimescudi_ i swear if oomf try talking to me tomorrow  barackobama pussy
347,offensive language,jama_jam you bitches be pretending to be tf crazy you aint never lied
348,offensive language,jasmyncyniquee white_thunduh k bye hoe um bye 
349,hate speech,jayswaggkillah jackies a retard blondeproblems at least i can make a grilled cheese
350,offensive language,jboii2 ima keep on giving these pussy ass niggas ah reason to hate 
351,other,jethromass photo httptcocxrs5bvhpw he is in sole heaven
352,hate speech,jgabsss stacey dash won 128166 httptcopdlg46rjol baddest bitch evaaaa
353,offensive language,juicyyyjayyyy side bitch sunday 128514128514128514 128514128514128514
354,offensive language,"k_eazy26 facts what baldheaded bitch made this shit 128074128074128555128530 httptcofdyojpt9xg

lmao 128553128514"
355,offensive language,kayreneeee_ fuck wit us and then we tweakin hoe shmurda
356,other,"kazooook we actin like its the 7th day wesgodlaflare httptcos9gmtevpat
128123spook"
357,offensive language,kikistfu ill break that lil bitch neck and wont even feel sorry about it savage
358,offensive language,leikant this is so fucking hot scally sneakersex sockfetish sniff trainersex httptcotubivxbxco love me some kinky scallies
359,offensive language,likemicah yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too
360,offensive language,lildurk_ i can turn yo bitch into a eaterrrrrrrrr
361,offensive language,lildurk_ i dont trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn
362,offensive language,marackaf 8220white_thunduh aye yall ima tryout for the bowling team frfr8221 tryouts passed tho no theres two more retard
363,offensive language,maybe6789 now u got what u want bitch  enjoy it httptcoglqzwtgmj9 now this is a crazy pay i would love to attend
364,other,"metroadlib colored contacts in your eyes
blinders on mine
cause i cant see you at all lmao"
365,offensive language,michelle_westt facts poonsoaker only the dudes with hoes say they dont got hoes8221 j_austin12
366,offensive language,midywidey_ im rea sta smacking bitches period  bluffin at its best
367,offensive language,"molssyo lifes a bitch and then you die 
thats why we get high cause you neva know when youre gonna go my sister is perfect "
368,offensive language,molssyo one of us is on drugs and its me but youre still wrong 128514 currieburry hahahahahahah im a bitch sometimes 
369,offensive language,morgandaylee im feeling pretty fuckin ghetto smh
370,other,nohands_24 20tolife_ nohands_24 dejaaleeann_ b_coleman2 swears im 1 man easily easily behind austin nip
371,offensive language,obey_jrock__ this is a true ride or die bitch 128175 httptcobkwhx83fkw what the fuck hahahahah
372,other,oldpicsarchive hgwells and charlie chaplin httptcostiddhk3wt history photography
373,offensive language,oiz_jaylene all i see is brunos bitch ass on my twitter now wtf brunos all that she sees drake voice
374,offensive language,ozzie_garza white_thunduh im about to cool faggot chill tf is cool nigga
375,offensive language,ozzie_garza white_thunduh im so sure bitch frfr tf
376,offensive language,poppunksucks twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet
377,offensive language,queendulaaa got a couple bitches saying they know me but i8217ma let the money talk for me 128526128076 and im like wwyd
378,offensive language,realfoes grudges are for weirdosand bitches
379,other,"rhythmixx_ i told mariam to but cigarettes for her bihday

you also called me trash rn"
380,other,riananewman 22edham brownies tonight what kind
381,offensive language,rollyup23 no text back i dont give a fuck ill text another bitch damn someone is hu lol
382,offensive language,ronald_iongi ummmmmm okay httptco4bvlsci5k5 you got hoes from left to right 128514128514 do yah thang
383,offensive language,royalswagg_ using ymxb to find the slope of that ass
384,other,rugbysocklad fit lads nice gear httptcothnxx1lc1m these scally lads n trainers would get it
385,offensive language,rugbysocklad hell yeah bro httptco9yib45ud6c fuck yeah sexy scally lad in hot gear
386,offensive language,rugbysocklad helping out a mate httptcoemnado1qoj i love scally play fuck yeah
387,offensive language,rugbysocklad lads being lads httptcof3ujcyj4of fuck yeah i love scally lad action hot trainers too
388,offensive language,savage_twotone next year bitches is gonna be like you gotta promise you wont expose me 128514128514128557
389,offensive language,scallynikelad 8220sleazytwinks so hot  opcinjen lick it bitch httptcojloukqdcom8221 fuck yeah eat that trainer u diy fucker
390,offensive language,sierrabernia 8220t2g_cincokilby yall think celebrity pussy different from the locals 1285148221 yeah meghan goods is
391,other,sleepy_yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it 128514 lmaoo
392,offensive language,sniffsockslad need these sox httptcoxydb1rchxh fuck yeah i love a kinky scally lad w rank sox and sneaks
393,offensive language,snoleezey801 i dont ever expose females like that thats childish bitch nigga shiiii
394,offensive language,"socass_ 00sexilexi00 socass_ yasss

trys new things with bestfriend

bitch who do you love"
395,other,socass_ dude remember this wop video 00sexilexi00 httptcop3heuboqbu omg where did you find that
396,offensive language,soxandjox thick raw fuck httptcog8rvuhcebn damn his man pussy is getting a workout
397,other,soxdawg rawr  skinrubberboi my sexy french scally i love him frenchscally httptco5idq3r5akz sexy scally woof woof
398,offensive language,splurgb_ nothin in life is free some of you bitches need to write that on ya panties128557128514
399,offensive language,stephencdo currieburry if one of you bitches want some of my burrito u can catch me at potosino huh haha
400,offensive language,talibanshawtyy niggas whole hoes out here cuz couldnt had said it better128588
401,offensive language,"theaveragerocks hardcore way to eat mac and cheese
1 boil water 
2 sno cheese powder
3 drink boiling water 
4 fuck bitches"
402,offensive language,thebravebird yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there
403,offensive language,thejudyann annoying bitch that i love httptco8oxlqvqbrc judyanns so pretty
404,offensive language,"thotmouths httptcoaqkgorauxx

lmao bitch got on some huggies"
405,offensive language,"trestiffer hi bitch 
no bitch
bye bitch httptcorbcrxmqp"
406,offensive language,trutherbot does he look like a bitch el_capacitor
407,offensive language,whoiscoreyking chase money 128176 not 128581 hoes 128111 12817512817558399583995839958399
408,offensive language,whooligan__ cant stand a i dont know what i want ass nigga 128564 bitch
409,offensive language,wiganzlad markycrumb gmail_shos im on my way httptcomqczuxlbtt love a chavhot sexy scally fucker
410,offensive language,witmyrudeass these newly gay bitches dont kno how shit works
411,offensive language,witmyrudeass when a bitch dont want a real job they just become strippers lol lol
412,offensive language,wodaeeex3 awww meat meat in his feelinsi ainn n my feelings bitch
413,offensive language,wodaeeex3 i want snake bites  my industrial piercin amp a tattoodem hoe accessories dea 1280641280641280569749
414,other,worldtraveis baby albino 128034 httptco2tytqj3fec meeeesh1395
415,offensive language,worldwarzee_ these hoes aint loyal
416,offensive language,xoxoclauudia yassssss ordered chinese 128079 bitch you just ate tacos you fat fuck
417,offensive language,z0mbiedance i made that bitch lunch elizabethbatman bitches love lunch
